Deutsch;Latein;Gelernt;Lektion;Kasus
durch;per;2;mit Akkusativ
hinter, nach;post;2;mit Akkusativ
vor;ante;2;mit Akkusativ
zu, bei, nach, an;ad;2;mit Akkusativ
ueueber, von, von...her, von...weg, von...herab;de;4;mit Ablativ
mit, zusammen mit;cum;4;mit Ablativ
in, an, auf, bei;in;4;mit Ablativ
wegen;propter;4;mit Akkusativ
in, nach, gegen;in;4;mit Akkusativ
aus, von...her;e, ex;4;mit Ablativ
von, von...her;a, ab;5;mit Ablativ
ohne;sine;5;mit Ablativ
